Effective To Date,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Claim Reason,Sales Channel,Vehicle Class,Vehicle Size
3,70961,85,19,8,0,2,Iowa,No,Extended,Master,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Small
33,65252,78,27,75,0,9,Oklahoma,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
58,86901,72,24,73,0,2,Iowa,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Medsize
0,0,135,24,67,0,8,Missouri,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Collision,Branch,SUV,Large
52,81139,74,22,69,0,3,Iowa,No,Basic,Master,Employed,M,Suburban,Divorced,Special Auto,Special L2,Collision,Web,Four-Door Car,Medsize
21,77235,87,2,68,0,5,Missouri,No,Extended,Doctor,Employed,M,Urban,Married,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Medsize
30,0,125,6,61,0,2,Iowa,Yes,Extended,Master,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,SUV,Small
39,29735,69,3,92,0,1,Kansas,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
4,33799,109,28,52,3,2,Missouri,No,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Hail,Agent,SUV,Small
37,0,196,0,73,2,1,Missouri,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Luxury SUV,Large
12,30857,81,17,14,0,7,Nebraska,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Web,Two-Door Car,Large
4,0,69,15,73,0,2,Iowa,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Collision,Call Center,Four-Door Car,Small
16,71587,99,1,74,0,2,Missouri,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
26,63546,64,1,53,0,1,Missouri,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Scratch/Dent,Call Center,Four-Door Car,Medsize
34,75740,98,8,42,0,3,Missouri,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L1,Scratch/Dent,Web,Four-Door Car,Medsize
50,62396,107,24,52,0,1,Iowa,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Web,SUV,Medsize
56,69259,63,3,30,0,1,Iowa,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Scratch/Dent,Call Center,Four-Door Car,Small
8,49185,61,11,92,0,8,Iowa,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Scratch/Dent,Branch,Two-Door Car,Medsize
40,0,92,18,79,0,1,Oklahoma,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
24,94362,74,21,96,0,1,Missouri,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Large
56,21052,111,12,55,0,5,Iowa,No,Basic,College,Disabled,M,Urban,Married,Corporate Auto,Corporate L3,Hail,Call Center,SUV,Medsize
23,51840,94,10,75,0,2,Iowa,No,Extended,Doctor,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Hail,Agent,Two-Door Car,Small
32,0,126,7,80,0,2,Kansas,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Collision,Agent,SUV,Medsize
10,0,107,3,65,0,3,Missouri,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
49,0,101,1,83,4,1,Missouri,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,SUV,Large
14,18495,113,10,15,0,2,Kansas,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Collision,Branch,SUV,Large
27,66880,71,7,54,0,1,Iowa,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Medsize
8,72608,82,26,19,3,8,Iowa,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
50,0,98,29,37,0,1,Iowa,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Small
57,66947,78,13,12,0,6,Missouri,No,Extended,Master,Employed,F,Suburban,Married,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Small
2,0,135,32,61,0,8,Nebraska,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Sports Car,Medsize
52,67627,117,5,43,0,2,Oklahoma,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Other,Call Center,SUV,Medsize
25,0,89,33,98,0,3,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Branch,Two-Door Car,Small
21,30244,92,11,72,0,1,Kansas,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Other,Call Center,Four-Door Car,Medsize
28,0,93,24,25,0,2,Oklahoma,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Special L3,Scratch/Dent,Agent,Four-Door Car,Small
42,18884,64,21,90,0,2,Iowa,No,Basic,High School or Below,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Small
15,0,63,35,15,0,2,Missouri,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,Special L3,Other,Branch,Two-Door Car,Medsize
34,47122,62,6,77,0,1,Missouri,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Medsize
48,25771,222,21,58,0,4,Missouri,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Collision,Branch,Luxury SUV,Medsize
36,0,132,5,88,3,1,Missouri,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Collision,Branch,Sports Car,Large
20,82664,114,24,10,3,9,Missouri,Yes,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L1,Hail,Agent,SUV,Medsize
57,27229,99,20,9,0,2,Oklahoma,No,Extended,Master,Medical Leave,F,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Small
22,0,64,31,53,0,1,Iowa,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Branch,Four-Door Car,Medsize
27,37256,62,15,7,0,2,Iowa,Yes,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
54,30366,101,25,13,2,3,Missouri,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L2,Collision,Branch,SUV,Medsize
36,17200,83,5,62,4,8,Nebraska,No,Extended,Master,Disabled,F,Rural,Married,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Medsize
51,28089,82,11,72,1,1,Iowa,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Other,Agent,Two-Door Car,Medsize
19,0,72,27,21,2,2,Nebraska,No,Basic,College,Unemployed,M,Urban,Married,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Medsize
37,81957,86,23,76,0,4,Nebraska,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
4,19186,62,10,34,0,5,Iowa,No,Basic,Doctor,Retired,M,Suburban,Divorced,Personal Auto,Personal L1,Scratch/Dent,Branch,Four-Door Car,Small
15,0,63,27,47,0,1,Missouri,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Hail,Branch,Two-Door Car,Small
35,21159,73,35,14,0,2,Iowa,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
55,0,140,15,87,0,1,Iowa,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Scratch/Dent,Branch,SUV,Small
52,22814,73,16,59,0,9,Kansas,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Small
21,17220,105,10,24,0,1,Missouri,No,Basic,College,Retired,M,Suburban,Married,Personal Auto,Personal L3,Hail,Web,SUV,Large
42,0,62,14,81,0,1,Kansas,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Medsize
2,44605,91,3,45,0,7,Kansas,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
0,26410,91,17,90,0,2,Oklahoma,No,Extended,Bachelor,Disabled,F,Rural,Married,Corporate Auto,Corporate L1,Hail,Agent,Four-Door Car,Large
6,59349,119,15,41,0,2,Kansas,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,Hail,Web,SUV,Medsize
3,28045,99,7,99,0,2,Nebraska,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
43,54431,97,19,62,0,3,Missouri,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
13,58414,210,7,24,2,1,Iowa,Yes,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Agent,Luxury SUV,Small
16,25542,70,21,47,0,2,Iowa,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
1,0,116,14,35,0,2,Missouri,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
42,26480,63,13,17,0,3,Nebraska,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Hail,Call Center,Two-Door Car,Medsize
20,52367,81,25,64,0,1,Oklahoma,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Hail,Call Center,Four-Door Car,Medsize
44,27681,83,13,62,0,9,Iowa,Yes,Extended,Bachelor,Retired,M,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
35,82320,99,4,2,1,2,Missouri,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
17,80991,223,5,56,0,4,Missouri,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Other,Branch,Luxury SUV,Medsize
44,18129,69,21,56,0,5,Iowa,No,Basic,Master,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
40,97576,83,1,49,1,1,Oklahoma,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Other,Call Center,Two-Door Car,Large
1,60221,67,3,17,0,2,Oklahoma,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Medsize
1,10275,97,10,8,0,1,Nebraska,No,Extended,College,Disabled,M,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
28,33901,84,11,19,1,2,Missouri,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Medsize
9,43720,117,5,90,1,2,Oklahoma,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
22,25927,103,6,20,0,1,Kansas,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Web,SUV,Medsize
47,39854,66,6,4,0,7,Missouri,Yes,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Hail,Web,Two-Door Car,Medsize
30,39062,61,2,20,0,1,Kansas,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Hail,Agent,Two-Door Car,Medsize
9,73168,70,21,50,0,3,Missouri,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,Special L3,Hail,Agent,Four-Door Car,Medsize
28,36510,84,10,36,0,6,Missouri,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
51,25899,63,20,36,0,1,Iowa,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Medsize
54,50864,83,18,86,1,4,Iowa,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Collision,Agent,Four-Door Car,Medsize
37,0,67,17,4,0,4,Missouri,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
11,0,97,27,96,0,2,Missouri,No,Extended,Doctor,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Other,Web,Four-Door Car,Medsize
30,0,63,11,30,0,1,Missouri,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Large
46,11885,101,18,39,0,2,Missouri,Yes,Premium,Bachelor,Disabled,F,Suburban,Divorced,Corporate Auto,Corporate L2,Collision,Agent,Four-Door Car,Medsize
52,0,66,16,35,4,1,Iowa,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Special Auto,Special L2,Collision,Branch,Four-Door Car,Small
45,0,114,3,70,0,1,Nebraska,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Collision,Call Center,SUV,Medsize
47,24860,73,2,35,0,8,Iowa,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Other,Web,Four-Door Car,Large
42,24239,88,25,5,0,8,Nebraska,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L1,Other,Call Center,Four-Door Car,Medsize
22,61427,88,24,12,0,2,Nebraska,No,Extended,Doctor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Large
56,30968,74,10,89,1,8,Missouri,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Collision,Branch,Two-Door Car,Medsize
47,18608,71,13,24,0,1,Iowa,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Hail,Web,Four-Door Car,Medsize
3,82377,83,28,19,0,7,Iowa,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Call Center,Four-Door Car,Small
58,23931,95,4,24,0,1,Iowa,No,Extended,College,Retired,F,Suburban,Single,Personal Auto,Personal L3,Other,Web,Four-Door Car,Large
18,79751,63,15,67,0,1,Iowa,Yes,Basic,Master,Employed,M,Suburban,Married,Special Auto,Special L2,Scratch/Dent,Web,Two-Door Car,Small
2,55308,107,17,74,0,6,Iowa,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Collision,Call Center,SUV,Medsize
31,0,63,5,79,0,1,Missouri,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
50,37800,112,0,77,0,1,Missouri,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L1,Hail,Call Center,SUV,Large
3,27071,183,1,85,0,1,Oklahoma,No,Basic,Master,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Other,Branch,Luxury Car,Large
38,39913,106,16,61,0,1,Oklahoma,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Small
4,18866,126,4,62,0,1,Nebraska,No,Extended,High School or Below,Retired,F,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Call Center,SUV,Medsize
58,0,101,6,43,0,9,Nebraska,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Medsize
33,59644,79,15,94,0,1,Oklahoma,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
24,76594,122,26,9,1,1,Missouri,No,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
43,65724,70,13,66,0,2,Missouri,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
6,59855,74,30,82,4,1,Nebraska,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Medsize
33,62074,67,24,22,0,4,Iowa,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
9,0,77,15,89,0,1,Kansas,No,Extended,Master,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
57,70973,114,6,24,1,3,Oklahoma,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Collision,Agent,SUV,Small
19,75203,80,0,13,1,2,Kansas,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Collision,Call Center,Four-Door Car,Medsize
21,0,67,21,60,0,5,Missouri,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Other,Web,Four-Door Car,Medsize
51,23235,99,28,71,0,4,Missouri,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
7,0,126,12,4,0,2,Missouri,Yes,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,SUV,Medsize
40,0,72,1,77,0,2,Iowa,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Large
10,31686,81,11,33,0,1,Kansas,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Small
9,26487,112,0,82,0,3,Iowa,No,Basic,High School or Below,Retired,M,Suburban,Single,Corporate Auto,Corporate L2,Collision,Call Center,SUV,Medsize
28,47519,96,21,2,0,4,Iowa,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L1,Hail,Branch,Two-Door Car,Medsize
25,41727,117,18,84,1,2,Kansas,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
28,0,111,7,25,0,3,Oklahoma,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Branch,SUV,Medsize
16,0,106,8,65,0,1,Missouri,No,Basic,Master,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Collision,Web,SUV,Medsize
28,36631,62,30,77,0,1,Nebraska,Yes,Basic,Doctor,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Large
2,44695,91,26,88,0,2,Nebraska,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
55,0,225,26,53,0,2,Missouri,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Collision,Agent,Luxury Car,Medsize
23,79189,71,11,79,0,1,Kansas,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Medsize
36,30525,115,24,35,0,3,Iowa,No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,Personal L2,Hail,Call Center,Sports Car,Small
38,0,62,26,34,0,2,Iowa,No,Basic,College,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
50,17101,113,1,88,0,2,Iowa,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,Personal L2,Collision,Call Center,SUV,Medsize
15,41154,72,6,7,1,8,Iowa,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Small
44,45173,268,20,57,0,2,Iowa,No,Premium,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Call Center,Luxury Car,Medsize
55,84581,96,25,50,0,2,Kansas,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Other,Web,Four-Door Car,Large
29,69231,65,19,7,0,9,Missouri,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
34,84863,138,28,40,0,1,Missouri,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Other,Call Center,SUV,Large
0,90607,70,8,89,0,3,Missouri,No,Basic,Master,Employed,M,Urban,Single,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Medsize
33,52583,113,12,59,0,7,Iowa,Yes,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,Special L2,Collision,Agent,SUV,Small
30,46587,119,34,74,2,2,Missouri,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
17,19030,62,7,22,0,1,Oklahoma,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Branch,Two-Door Car,Medsize
50,26378,70,22,79,1,2,Iowa,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
36,25049,67,14,7,0,1,Oklahoma,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Medsize
57,46435,82,13,20,0,1,Missouri,No,Extended,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Hail,Branch,Two-Door Car,Medsize
2,0,114,19,77,0,1,Kansas,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,Sports Car,Large
7,33104,70,10,23,1,1,Missouri,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Small
29,0,172,23,6,0,1,Iowa,No,Premium,Bachelor,Unemployed,F,Rural,Married,Corporate Auto,Corporate L3,Hail,Branch,SUV,Small
1,0,182,4,34,0,5,Iowa,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Collision,Branch,Luxury SUV,Medsize
14,77642,64,20,14,0,2,Missouri,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Large
53,76516,95,13,15,0,9,Nebraska,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Branch,Two-Door Car,Medsize
12,0,92,15,36,0,2,Missouri,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
50,0,121,16,64,0,1,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Other,Agent,SUV,Medsize
57,0,69,21,54,5,3,Missouri,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Other,Call Center,Two-Door Car,Medsize
31,68041,64,10,47,0,1,Kansas,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,Personal L2,Other,Branch,Two-Door Car,Medsize
30,38713,66,31,69,4,6,Nebraska,Yes,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Hail,Call Center,Four-Door Car,Medsize
